show_id,created_by_type_id
94810,1756
94810,23598
66825,13274
903,10718
903,17749
32962,27647
92916,17613
51704,14339
51704,250
51704,5104
129552,30612
81357,16864
19649,6205
1546,15626
1546,27297
111111,8247
111111,8069
60699,20760
2919,3090
46883,3530
46883,2629
46883,10583
94154,23365
64254,6575
64254,27474
97173,28481
82565,1553
82565,21854
82565,6870
155,20698
155,2643
113367,27925
101881,15856
71340,22817
4879,18051
2345,16675
2345,16399
19092,22817
19092,16623
64394,13300
1720,15741
4331,4876
4454,13858
4454,10641
3611,14256
64439,9639
64439,30068
82428,23778
86428,31075
86428,1201
135340,21302
648,22771
365,18431
365,21268
365,28832
73157,48
73157,31654
73157,17015
68467,5314
97645,20259
97645,14733
3750,13278
135157,4896
135157,25504
135157,1694
33001,24782
33001,28681
54583,25585
668,28306
668,4447
668,1534
7821,3396
688,30526
100333,31609
100333,12552
118357,25594
103516,28044
103516,13490
103516,14178
1457,10381
61068,25866
59659,7365
59659,8368
4386,20346
4386,24218
4386,5888
32605,6647
97219,31218
9957,7329
9957,28396
9957,30734
61662,19597
61662,9884
9045,7259
78903,7600
98161,17133
98161,1412
82001,25708
4624,14996
116386,22703
79026,14057
61599,29010
1848,9565
108284,21558
92983,25163
92983,2921
2692,20159
2692,11491
66025,13639
77532,4539
66676,15486
66676,18227
269,23902
7246,13685
7246,4877
7246,19364
99626,30927
33025,10909
77341,19038
77341,4207
46080,15757
4324,508
93392,1306
504,853
2362,26726
2362,580
44606,11142
44606,4960
44606,23822
4184,1378
99310,5121
14956,8577
7695,19010
7695,14353
7695,29402
7695,24058
1649,14785
1649,3841
3868,14409
61387,13731
46922,24806
46922,10746
46922,14456
46922,21679
79611,16447
79611,24147
79611,20055
84231,21382
91875,28547
91875,8971
2407,19706
2407,271
16961,28248
2119,12436
102085,21922
102085,5692
61929,19199
32895,22230
2566,3688
83478,22697
83478,28905
66008,17768
1712,6389
1712,2131
1712,11718
2022,25337
4515,26275
112162,28256
112162,20688
1018,28857
33852,5355
87083,13316
68202,22150
1401,26484
1401,7438
58811,1980
58811,6880
61014,3076
61014,26010
73987,4481
98178,22897
98178,9023
98178,21295
90630,15833
99799,15002
15826,5270
18341,27745
745,8518
745,7470
745,16926
118956,181
1719,9584
1719,5417
58710,7961
15632,6245
15632,18152
15632,24160
1667,24939
1667,28928
88989,16808
88989,31704
96608,6889
32910,13490
32910,4995
32910,25337
32910,29570
72597,27550
72597,3710
72597,13009
111119,996
123566,25042
64387,28055
64387,20480
64387,10535
59375,15438
59375,18757
67166,7665
67166,10680
46849,27818
39525,11830
39525,27727
2530,13685
2530,4877
32868,9176
21641,9600
21641,23210
83103,9796
61838,29030
1908,18250
1663,22771
1663,18047
44807,6830
1759,18707
1759,18356
1759,27768
9907,23198
288,21248
288,18113
39859,30485
72339,19617
72339,27354
2429,28925
2429,2445
12961,2784
2617,20902
2617,10703
185,9902
17035,15765
2947,8077
58928,9902
58928,1888
113962,25594
70513,8182
70513,20738
70513,4109
3793,24523
19654,7259
60930,22463
19253,22209
92137,16125
92137,13253
92137,762
31941,14687
31941,11812
109470,31816
14658,10150
14658,31792
73944,23149
1567,19358
85273,16006
85273,26871
4455,11851
4455,15149
1835,21644
45666,21054
64757,24490
18712,11169
97441,10143
97441,19785
46671,21115
31387,20198
31387,5605
13943,26975
93808,6353
9027,1355
105797,19854
95171,5788
84469,10213
111838,21877
111838,10081
111838,3660
124124,28151
4414,5502
2423,3550
2171,14952
154385,645
326,24982
326,31032
5639,3688
1664,3661
1664,227
1664,13648
39518,19093
39518,22422
578,20367
578,20113
95259,7213
66840,14832
66840,1882
3122,21417
3122,12042
3122,1339
71809,30598
99935,11242
99935,16159
99935,1921
99121,16017
61463,20454
61463,30556
110529,5603
110529,29468
110529,6196
4035,25494
4035,12127
4035,26614
60637,9280
93784,16248
93784,18805
93784,27018
93784,26855
93784,26729
93784,19901
93784,10546
93784,31534
93784,2868
93784,18806
93784,13373
93784,13797
93784,6287
93784,25791
93784,17467
93784,20426
93784,24119
93784,31688
14009,13917
69346,6134
32118,24806
32118,10746
32118,14456
32118,21679
4606,27454
2432,17529
7072,18784
103847,28156
877,1980
877,19880
877,7381
59186,24637
59186,8728
59186,14463
59186,23640
105590,3396
88713,6463
88713,10227
88713,27962
88713,21669
67384,16808
67384,8878
43982,6249
94372,27676
32729,18236
32729,4785
14853,18483
42282,10580
484,12119
484,9223
484,5625
79130,5469
108261,17660
108261,6818
82728,844
71694,19424
71694,12377
71694,1757
85404,1694
713,19614
713,3315
734,12436
734,1812
2693,10520
2693,18579
96658,28647
34109,9644
63522,19739
63522,4609
70573,2158
70573,22560
77459,28747
58937,25253
70865,27348
92433,1378
7482,29010
7482,3800
198102,11022
198102,30424
103026,29596
103026,21175
100074,3408
33234,282
103787,15980
103787,26923
63647,31075
815,4323
815,25250
815,17728
96716,4
96716,16808
96716,11262
4625,4085
4625,8655
16946,7137
33987,5773
111837,5461
33873,22756
2777,15966
1430,22170
133727,22520
133727,29362
133727,29005
83135,20370
83135,31215
83135,27198
83135,27782
103992,18983
84052,8387
84052,27818
84052,12760
100963,22517
100963,4318
4232,26726
4232,580
81292,28887
84503,21734
6024,23506
6024,5151
6024,22807
128876,20078
17149,3146
4376,12436
931,24114
114461,28808
2604,12534
83685,14900
68427,5836
68427,9380
116989,14552
90766,13749
35527,23898
35527,31024
35527,20704
35527,5171
35527,6471
1998,4288
120452,29844
120452,18628
119988,1845
119988,23589
2706,7067
66579,7479
9302,7958
90823,11312
90823,22769
90823,27481
90823,12368
90823,1285
79588,31834
135918,25945
65329,21004
4601,12022
46638,17354
46638,28465
98214,11533
90811,8077
2742,4274
2742,15957
2742,22090
73117,4367
73117,6458
48860,18236
48860,6490
48860,5569
196454,16262
37664,18967
103411,21199
103411,4557
103411,13193
65817,7166
65817,15765
1678,9598
49009,25557
4575,28265
61986,17413
61986,17853
61986,10006
43,12629
43,28346
104157,572
104157,23501
85833,14552
1739,944
1739,17082
81983,12199
81983,14985
13579,3647
13579,24988
3172,16262
397,2107
397,22579
83247,1637
83247,24968
80825,13408
98187,31486
66329,27737
71731,25585
72755,12658
72755,9545
68799,3627
7869,15866
7869,5199
6005,12782
6005,6845
4656,29596
120462,14599
219,4746
219,26695
89233,19624
46976,7788
46976,7444
46976,339
98201,4982
72548,29828
75209,13274
156902,14497
1466,4565
1466,10766
128252,20198
96162,3106
58111,22982
154825,8141
154825,1480
154825,9669
81559,65
81559,2281
85853,7179
85853,4442
39276,8201
39276,2111
6673,8270
2009,28925
2009,24789
134297,27898
114922,17562
114922,28753
114922,6550
60626,2838
91602,9871
39297,3094
64320,11411
46880,15191
46880,20502
63201,13003
63201,16987
84969,30890
129495,13003
129495,9749
60905,16623
60905,7168
21631,24139
132141,31159
4598,16808
1570,31777
63646,13641
90602,27577
194583,24194
110695,27028
19125,23158
77568,27350
77568,353
77568,2792
61720,6409
958,1919
958,17335
97951,17329
97951,25594
19566,29154
62917,24266
61381,14097
62320,10152
62320,19368
17463,10547
111616,2886
10268,25602
10268,609
12568,28248
4303,877
4303,4085
78122,5322
78122,17597
43016,6968
43284,2784
44914,26097
44914,3539
44914,4510
64199,25207
64199,15360
39362,721
65784,5469
94951,19255
94951,9875
94951,30239
12504,20614
51370,15542
90257,30210
1480,16808
1450,6887
1450,12983
99048,21272
95249,15521
96481,31729
195670,30412
81879,5957
87539,14745
87539,14802
32778,28697
32778,14353
32778,19010
95603,29392
127571,1598
127571,27329
73925,11646
1813,17749
1813,17463
115577,24806
115577,10746
115577,14456
115577,21679
2359,6282
2359,26807
117030,28312
97890,19277
61378,28451
114165,29474
33213,10805
61244,18418
105213,5650
418,220
79,3565
79,12491
79,24611
63314,4667
7704,9247
7704,30935
66980,785
66980,4051
66980,29906
103786,13671
221300,24255
111625,8031
93292,26608
93292,6352
93292,25384
66761,28107
66761,23632
49157,8356
7831,11753
3319,4376
39510,3078
101512,10522
101512,22550
101512,31066
61314,2136
61314,29504
657,16083
80335,21383
80335,20468
80335,23959
60741,12267
60741,3481
2397,11142
42154,26020
97609,17023
64555,22697
64555,18020
64555,13592
73126,13149
73126,22888
61670,13558
61670,20424
42280,28697
3470,29694
2719,15517
95665,16262
2410,10728
2410,16869
62084,26122
62084,15240
5028,7259
82791,31200
112077,30556
15114,7722
42350,1526
42350,22429
42350,5938
87050,13278
87050,14594
4459,30598
88512,21262
81747,24436
99509,26862
99509,17172
133086,3607
8624,16823
8624,19886
8624,30626
79593,318
79593,30614
67752,21072
83050,27106
6549,28256
6549,20688
67861,45
109330,17320
93826,21141
39336,1706
39336,31237
83981,5830
39279,10594
764,29534
764,10333
39331,13800
70485,16808
136322,12042
153411,24633
96571,7585
64433,16846
7217,20218
7217,5336
100444,7694
44856,4397
44856,10548
81532,29136
62227,23559
104108,120
104108,17755
94413,24139
92053,8291
10331,14614
89572,1513
89572,13894
70540,28265
2685,20902
2685,10703
105849,11304
4385,8008
4385,9333
4385,2413
78670,13706
78670,10898
32871,10295
85948,14733
89852,12932
89852,21927
89852,23584
134373,12896
134373,20595
90972,7617
33428,24994
53606,408
53606,308
53606,12126
4278,5836
4278,28331
113600,13595
43901,12754
43901,25248
70391,20669
70391,1980
70391,1641
72350,31226
72350,454
101591,7536
1068,12782
1068,6845
4357,22263
634,29328
40290,26039
86340,18534
86340,16978
63418,12406
35016,18812
35016,15579
69158,30848
69158,7383
69158,7853
75123,4896
75123,25504
75123,17761
75123,23583
86686,2089
59941,10041
4551,2376
72,25037
32815,14606
128010,19747
128010,23016
35339,4487
35339,10656
35339,2110
72615,12720
70128,1389
70128,9518
129478,14309
122623,14834
158916,27127
61864,6695
60685,19472
60685,11227
46619,17309
81290,10217
3845,4242
18520,5390
75663,30660
75663,6346
61335,23534
21650,11648
21650,15009
41691,19653
67419,8338
24106,2660
79251,9152
79251,4660
9343,15139
74081,25122
122530,23292
32608,8016
128095,9476
46616,27604
95205,8644
95205,29751
77567,15833
77567,1491
77567,19177
114503,3090
2973,27264
2973,31075
2973,11461
2593,8291
110637,13417
19544,19917
90,25729
90,14191
2275,22771
2275,18047
61555,25252
61555,7538
3016,1496
60556,20188
64752,12021
4330,14904
67487,14444
114547,13098
66496,4124
66496,15348
87428,10245
15804,13912
15804,18087
61692,13800
2408,28925
2408,24789
86550,5498
99583,24310
34791,31265
34791,3082
203085,28808
111800,28832
111800,24261
100010,16808
10821,12110
10821,11496
10821,10006
115645,28947
115645,6049
115645,21733
103505,4527
97754,13800
97754,20458
76122,22940
124271,22952
124271,27770
124271,1885
85385,17339
85385,14044
68006,6536
2416,27579
2188,4785
93693,20277
12786,23864
2985,3393
2985,29505
82515,22557
82515,31253
99777,5122
126725,24575
108291,21476
2286,1628
2286,13774
72787,24797
553,10922
553,26642
76148,31504
129677,5431
3796,5962
35338,27288
35338,30359
35338,28480
1269,31038
2263,27426
2263,22354
66894,15750
36994,24303
36994,14281
36994,14806
36994,9158
36994,27282
36994,30697
122194,7011
122194,2718
122194,16218
61585,6577
502,15090
502,15615
85586,3442
103913,29282
103913,24047
103913,15091
93716,10443
112166,18645
96346,19490
96346,10227
96346,6637
79340,23377
79340,1566
7354,8858
3461,10217
113246,14112
12406,14583
114161,4527
114161,10967
114161,5280
83949,3078
78950,9322
124800,16808
1310,21141
1795,13035
1795,25944
1795,18525
333,24602
79048,16619
93454,24446
93454,30063
82369,12696
82369,25059
82369,30265
71673,3255
99356,16223
60804,29200
60804,8484
90755,25633
60557,7723
1554,5624
10079,11866
10079,10962
70824,19385
70824,27577
87956,18451
87956,796
205442,27127
205442,13458
205442,25113
205442,2317
103302,13490
103302,14178
1921,7817
32709,27296
39957,3635
39957,1389
167,30644
167,3014
71722,28547
79061,21032
79061,28931
128113,18516
128113,23954
41956,2700
91520,11173
91520,15395
6547,1378
119105,24139
119105,25943
44549,15394
102904,9950
101918,17271
106754,15168
105904,25578
63770,8008
63770,9333
63770,23053
63770,267
157744,25594
90870,4457
90870,11324
70798,28581
210916,17340
102712,19385
102712,5347
102712,18564
87049,7723
66789,24668
66789,1010
87017,9355
95612,17232
76438,8697
76438,6846
46157,12655
127581,16017
127581,16114
120734,1683
10160,6915
57276,9176
196614,28248
99489,24181
13555,6583
67272,11581
72792,6889
62196,19446
58956,5554
42878,21607
18202,26807
18202,11604
19588,20545
76303,58
76303,22566
85349,29818
66551,8667
66551,13712
91425,5488
31078,4096
95215,16219
95215,22405
501,1812
64852,572
135864,18200
66082,356
92209,7470
92209,15034
92209,19190
92209,17297
4602,5149
40403,4518
32415,31380
50035,16353
88408,6588
38165,2881
7537,25216
7537,17059
987,3392
987,5799
42368,11173
42368,15395
117378,27498
8514,27792
3797,11998
17638,31424
17638,3607
496,6282
129418,21072
129418,8738
119279,6550
34014,10520
44264,24699
107775,7961
32368,1610
66023,15318
126254,19395
126254,5268
71146,8718
71146,30343
209167,14552
39468,16486
81318,23088
3579,1196
63441,20861
99807,2269
35894,24579
88974,25075
500,25134
500,21707
43270,17555
121710,15517
19997,13075
68814,8381
93265,20976
31631,21946
31631,15184
478,13684
1871,12240
1871,20165
61811,7011
61811,2718
61811,27213
88166,29077
34376,481
34376,24240
93394,3899
99610,675
99610,6730
126164,10982
65493,11491
65493,23305
127529,18487
100226,5944
100226,386
100226,13133
100226,19704
